gx,gy,wala,wac,g_hat,f_true
0.09166666667,0.675,5.5,5.975,-131.2527173,57.74247472
0.09166666667,0.6916666667,5.5,6.058333333,-126.3297437,70.03799342
0.09166666667,0.7083333333,5.5,6.141666667,-121.40677,74.2294774
0.09166666667,0.725,5.5,6.225,-116.4837963,71.1282953
0.09166666667,0.7416666667,5.5,6.308333333,-111.5608226,63.38510198
0.09166666667,0.7583333333,5.5,6.391666667,-103.0689565,54.23753837
0.09166666667,0.775,5.5,6.475,-91.00819801,46.31617748
0.09166666667,0.7916666667,5.5,6.558333333,-88.68623819,41.11465633
0.09166666667,0.8083333333,5.5,6.641666667,-96.10307709,39.10989601
0.09166666667,0.825,5.5,6.725,-101.0590708,40.17634759
0.09166666667,0.8416666667,5.5,6.808333333,-105.1947828,43.98397312
0.09166666667,0.8583333333,5.5,6.891666667,-65.43025779,50.25644973
0.09166666667,0.875,5.5,6.975,-16.74721584,58.8931012
0.09166666667,0.8916666667,5.5,7.058333333,7.157078321,69.98792851
0.09166666667,0.9083333333,5.5,7.141666667,31.06137248,83.75315392
0.09166666667,0.925,5.5,7.225,11.39658404,100.3201665
0.09166666667,0.9416666667,5.5,7.308333333,-8.268204406,119.3927125
0.09166666667,0.9583333333,5.5,7.391666667,-27.93299285,139.8138626
0.09166666667,0.975,5.5,7.475,-47.59778129,159.2857778
0.09166666667,0.9916666667,5.5,7.558333333,-67.26256973,174.6157901
0.1083333333,0.008333333333,6.5,2.641666667,-361.709868,-74.27380491
0.1083333333,0.025,6.5,2.725,-349.896294,-58.47723242
0.1083333333,0.04166666667,6.5,2.808333333,-338.0827199,-44.86565387
0.1083333333,0.05833333333,6.5,2.891666667,-326.2691458,-36.69603387
0.1083333333,0.075,6.5,2.975,-314.4555717,-36.25580583
0.1083333333,0.09166666667,6.5,3.058333333,-302.6419976,-43.75646776
0.1083333333,0.1083333333,6.5,3.141666667,-290.8284235,-57.22525383
0.1083333333,0.125,6.5,3.225,-338.482401,-73.47967476
0.1083333333,0.1416666667,6.5,3.308333333,-354.2490162,-89.45645858
0.1083333333,0.1583333333,6.5,3.391666667,-347.6915798,-103.0780012
0.1083333333,0.175,6.5,3.475,-341.1341433,-113.3938874
0.1083333333,0.1916666667,6.5,3.558333333,-334.5767069,-120.2529746
0.1083333333,0.2083333333,6.5,3.641666667,-328.0192705,-123.8720722
0.1083333333,0.225,6.5,3.725,-321.461834,-124.5102226
0.1083333333,0.2416666667,6.5,3.808333333,-314.9043976,-122.2899148
0.1083333333,0.2583333333,6.5,3.891666667,-308.4309258,-117.1354168
0.1083333333,0.275,6.5,3.975,-302.0414186,-108.80528
0.1083333333,0.2916666667,6.5,4.058333333,-295.6519113,-97.03210275
0.1083333333,0.3083333333,6.5,4.141666667,-289.2624041,-81.80326689
0.1083333333,0.325,6.5,4.225,-282.8728969,-63.77345
0.1083333333,0.3416666667,6.5,4.308333333,-276.4833897,-44.65757542
0.1083333333,0.3583333333,6.5,4.391666667,-270.0938824,-27.27051207
0.1083333333,0.375,6.5,4.475,-262.5673181,-14.8811843
0.1083333333,0.3916666667,6.5,4.558333333,-218.1406633,-9.955333667
0.1083333333,0.4083333333,6.5,4.641666667,-212.7456989,-12.97636238
0.1083333333,0.425,6.5,4.725,-207.3507345,-22.19241859
0.1083333333,0.4416666667,6.5,4.808333333,-201.9557701,-34.48745938
0.1083333333,0.4583333333,6.5,4.891666667,-196.5608058,-46.71752917
0.1083333333,0.475,6.5,4.975,-191.1658414,-56.6608371
0.1083333333,0.4916666667,6.5,5.058333333,-185.770877,-63.24049799
0.1083333333,0.5083333333,6.5,5.141666667,-181.6767442,-66.23281593
0.1083333333,0.525,6.5,5.225,-178.8834429,-65.83364933
0.1083333333,0.5416666667,6.5,5.308333333,-176.0901417,-62.31550685
0.1083333333,0.5583333333,6.5,5.391666667,-150.0759119,-55.83239213
0.1083333333,0.575,6.5,5.475,-162.7632297,-46.34609136
0.1083333333,0.5916666667,6.5,5.558333333,-167.7102379,-33.64762917
