x0,y0,h0,x1,y1,h1,x2,y2,h2,n_pts
0.15625,0.46875,-103.1910435,0.125,0.4375,-153.6727125,0.1875,0.4375,-72.94049096,33
0.09375,0.46875,-236.6167769,0.125,0.4375,-153.6727125,0.0625,0.4375,-339.7919576,59
0.125,0.46875,-143.5571543,0.09375,0.46875,-236.6167769,0.125,0.5,-133.4415961,37
0.125,0.46875,-143.5571543,0.125,0.4375,-153.6727125,0.09375,0.46875,-236.6167769,101
0.046875,0.453125,-381.2639898,0.0625,0.46875,-1108.087906,0.0625,0.4375,-339.7919576,6
0.046875,0.484375,-371.1484316,0.0625,0.5,-319.5608412,0.0625,0.46875,-1108.087906,1
0.984375,0.90625,469.4671635,0.984375,0.890625,469.7488561,1,0.90625,424.3432785,4
0.984375,0.90625,469.4671635,0.96875,0.90625,514.5910486,0.984375,0.890625,469.7488561,2
0.984375,0.875,428.3756379,0.984375,0.890625,469.7488561,1,0.875,424.9066636,0
0.984375,0.875,428.3756379,0.96875,0.875,409.6305801,0.984375,0.890625,469.7488561,2
0.9765625,0.9140625,350.0486772,0.984375,0.90625,469.4671635,0.96875,0.90625,514.5910486,0
0.9765625,0.9140625,350.0486772,0.984375,0.921875,185.5063059,0.984375,0.90625,469.4671635,0
0.9921875,0.9140625,304.9247922,0.984375,0.90625,469.4671635,0.984375,0.921875,185.5063059,0
0.9921875,0.9140625,304.9247922,1,0.90625,424.3432785,0.984375,0.90625,469.4671635,1
0.046875,0.640625,-228.81526,0.0625,0.625,-217.7134534,0.03125,0.625,-270.3242616,78
0.0390625,0.6796875,-122.7228944,0.03125,0.671875,-186.8407205,0.046875,0.671875,-198.4080651,136
0.0390625,0.6796875,-122.7228944,0.03125,0.6875,-47.03772362,0.03125,0.671875,-186.8407205,15
0.203125,0.515625,14.26364983,0.1875,0.5,-52.70937454,0.21875,0.5,-12.34326375,0
0.234375,0.515625,10.45851157,0.25,0.5,28.02284705,0.21875,0.5,-12.34326375,153
0.015625,0.7109375,80.58294774,0.015625,0.703125,105.4421636,0.0234375,0.7109375,-36.83025664,12
0.0234375,0.71875,-61.68947251,0.03125,0.71875,-179.1026769,0.0234375,0.7109375,-36.83025664,48
0.017578125,0.650390625,-187.1221839,0.015625,0.65234375,-147.7531795,0.01953125,0.65234375,-181.9335587,15
0.017578125,0.650390625,-187.1221839,0.015625,0.6484375,-192.3108091,0.015625,0.65234375,-147.7531795,11
0.03125,0.6015625,-339.4112289,0.0234375,0.6015625,-358.6558452,0.03125,0.609375,-362.811942,70
0.9921875,0.921875,297.8894045,0.9921875,0.9140625,304.9247922,1,0.921875,410.272503,0
0.9921875,0.921875,297.8894045,0.984375,0.921875,185.5063059,0.9921875,0.9140625,304.9247922,0
0.0390625,0.6484375,-234.3661634,0.046875,0.640625,-228.81526,0.03125,0.640625,-255.1206642,90
0.0234375,0.6328125,-275.875165,0.03125,0.625,-270.3242616,0.015625,0.625,-299.2408667,22
0.0078125,0.578125,-430.9215471,0.015625,0.578125,-508.2842776,0.0078125,0.5859375,-400.5471663,94
0.3125,0.4375,55.94438636,0.25,0.375,11.65550177,0.375,0.375,83.86592567,546
0.4375,0.4375,110.9367749,0.5,0.5,138.0076241,0.375,0.5,139.4092499,29
0.125,0.53125,-128.2041563,0.125,0.5625,-122.9667164,0.15625,0.53125,-123.021757,34
0.15625,0.5625,-111.9914347,0.15625,0.53125,-123.021757,0.125,0.5625,-122.9667164,1
0.15625,0.5625,-111.9914347,0.1875,0.5625,-42.23449485,0.15625,0.53125,-123.021757,2
0.046875,0.546875,-375.3722217,0.03125,0.5625,-437.8164109,0.0625,0.5625,-309.0859615,20
0.0625,0.53125,-314.3234014,0.03125,0.53125,-441.658482,0.0625,0.5,-319.5608412,60
0.03125,0.5,-412.6204637,0.0625,0.5,-319.5608412,0.03125,0.53125,-441.658482,64
0.046875,0.6875,-170.0784184,0.0625,0.6875,-156.8990635,0.046875,0.671875,-198.4080651,125
0.046875,0.484375,-371.1484316,0.03125,0.5,-412.6204637,0.03125,0.46875,-422.7360219,2
0.046875,0.484375,-371.1484316,0.0625,0.5,-319.5608412,0.03125,0.5,-412.6204637,4
0.015625,0.484375,-535.4035929,0.03125,0.5,-412.6204637,0.03125,0.46875,-422.7360219,2
0.015625,0.5,-586.3494045,0.015625,0.484375,-535.4035929,0,0.5,-505.6800863,4
0.015625,0.5,-586.3494045,0.03125,0.5,-412.6204637,0.015625,0.484375,-535.4035929,3
0.9765625,0.9921875,282.104293,0.96875,0.984375,357.6387222,0.984375,0.984375,151.0688584,0
0.0625,0.46875,-1108.087906,0.0625,0.4375,-339.7919576,0.09375,0.46875,-236.6167769,3
0.9765625,0.9921875,282.104293,0.96875,1,413.1397277,0.96875,0.984375,357.6387222,0
0.0625,0.46875,-1108.087906,0.09375,0.46875,-236.6167769,0.0625,0.5,-319.5608412,0
0.9609375,0.9921875,333.4636545,0.96875,0.984375,357.6387222,0.953125,0.984375,253.7875814,0
0.9609375,0.9921875,333.4636545,0.96875,1,413.1397277,0.96875,0.984375,357.6387222,0
0.01953125,0.66796875,-166.1828019,0.0234375,0.671875,-164.2227171,0.0234375,0.6640625,-190.7608902,46
0.01953125,0.66796875,-166.1828019,0.015625,0.671875,-141.6047136,0.0234375,0.671875,-164.2227171,38
0.01953125,0.654296875,-221.7460848,0.021484375,0.654296875,-50.04432496,0.01953125,0.65625,-261.558611,0
0.01953125,0.654296875,-221.7460848,0.01953125,0.65234375,-181.9335587,0.021484375,0.654296875,-50.04432496,0
0.09375,0.796875,-91.34308742,0.109375,0.796875,-57.36574533,0.09375,0.8125,-98.29637389,8
0.125,0.796875,-115.8716771,0.140625,0.796875,-48.24974596,0.125,0.78125,-201.4016646,0
0.125,0.796875,-115.8716771,0.125,0.8125,-30.3416897,0.140625,0.796875,-48.24974596,0
